News ID	topic_name
N62092	microsoft, apple, google, app, iphone, pro, xbox, facebook, users, new
N45715	
N21185	
N14028	
N28552	
N13843	earthquake, magnitude, quake, earthquakes, magnitude earthquake, area, geological survey, bay area, geological, miles
N25873	yankees, astros, series, world series, baseball, game, world, nationals, manager, league
N16521	
N16029	dog, dogs, adoption, animal, pet, puppy, adopt, rescue, pet adoption, adoption centers
N61456	weight, pounds, diet, lose, weight loss, lose weight, lost pounds, foods, exercise, fat
N32593	car, ford, cars, corvette, mustang, electric, gt, suv, ferrari, chevy
N27013	
N8753	money, retirement, stocks, oil, tax, us, economy, financial, market, debt
N34930	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N11348	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N19312	
N14641	trailer, trailer trailer, official trailer, official, day neighborhood, beautiful day, trailer beautiful, trailer knives, knives, beautiful
N5003	
N2193	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N15976	wedding, jennifer, married, jenner, couple, wife, kylie, birthday, actress, engaged
N11350	prince, royal, harry, meghan, prince harry, kate, markle, meghan markle, queen, duchess
N21491	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N44436	ufc, fight, mma, moscow, heavyweight, title, vs, fight night, ufc moscow, bellator
N14505	
N37766	new, million, home, city, project, plan, homes, transportation, housing, building
N46950	prince, royal, harry, meghan, prince harry, kate, markle, meghan markle, queen, duchess
N17423	
N18936	missing, yearold, missing yearold, girl, police, last seen, seen, search, woman, yearold girl
N7234	new, million, home, city, project, plan, homes, transportation, housing, building
N28111	weight, pounds, diet, lose, weight loss, lose weight, lost pounds, foods, exercise, fat
N1459	
N31444	
N60392	
N63577	new, million, home, city, project, plan, homes, transportation, housing, building
N41860	prince, royal, harry, meghan, prince harry, kate, markle, meghan markle, queen, duchess
N7941	trailer, trailer trailer, official trailer, official, day neighborhood, beautiful day, trailer beautiful, trailer knives, knives, beautiful
N26632	
N16384	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N4972	
N54786	colts, broncos, denver broncos, denver, colts news, indianapolis colts, indianapolis, browns, vinatieris, cleveland browns
N4209	weight, pounds, diet, lose, weight loss, lose weight, lost pounds, foods, exercise, fat
N57899	cancer, flu, health, breast, breast cancer, patients, lung, disease, medical, vaping
N8370	halloween, candy, costume, costumes, haunted, halloween candy, halloween costumes, spooky, halloween costume, ghost
N51077	
N7645	
N41357	car, ford, cars, corvette, mustang, electric, gt, suv, ferrari, chevy
N17621	
N19495	prince, royal, harry, meghan, prince harry, kate, markle, meghan markle, queen, duchess
N26584	
N61119	snow, cold, weather, temperatures, winter, arctic, record, degrees, tuesday, forecast
N33570	microsoft, apple, google, app, iphone, pro, xbox, facebook, users, new
N21112	
N57552	syria, turkey, turkish, syrian, erdogan, kurdish, kurds, forces, us, president
N476	shark, fish, whale, alligator, florida, baby shark, snake, python, sharks, beach
N10935	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N53879	
N22505	patriots, new england, england, england patriots, brady, tom, tom brady, gordon, new, josh
N23088	
N48422	
N5249	
N4435	
N62427	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N7004	prince, royal, harry, meghan, prince harry, kate, markle, meghan markle, queen, duchess
N10280	weight, pounds, diet, lose, weight loss, lose weight, lost pounds, foods, exercise, fat
N5195	
N40032	patriots, new england, england, england patriots, brady, tom, tom brady, gordon, new, josh
N45225	
N34048	
N18005	
N46596	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N35791	weight, pounds, diet, lose, weight loss, lose weight, lost pounds, foods, exercise, fat
N14335	michigan, state, penn, penn state, football, michigan state, minnesota, big ten, wolverines, gophers
N54843	
N57119	dog, dogs, adoption, animal, pet, puppy, adopt, rescue, pet adoption, adoption centers
N34322	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N7895	
N8263	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N32502	lowend, like days, rental, apartments, apartment, look like, rent, apartment hunting, apartments rent, hunting
N10270	car, ford, cars, corvette, mustang, electric, gt, suv, ferrari, chevy
N5978	money, retirement, stocks, oil, tax, us, economy, financial, market, debt
N42660	
N21136	
N15424	cancer, flu, health, breast, breast cancer, patients, lung, disease, medical, vaping
N33800	
N91	car, ford, cars, corvette, mustang, electric, gt, suv, ferrari, chevy
N62758	car, ford, cars, corvette, mustang, electric, gt, suv, ferrari, chevy
N38014	
N26401	
N62582	
N11258	
N37756	new, million, home, city, project, plan, homes, transportation, housing, building
N29960	
N15416	yankees, astros, series, world series, baseball, game, world, nationals, manager, league
N520	weight, pounds, diet, lose, weight loss, lose weight, lost pounds, foods, exercise, fat
N9648	
N27503	
N61433	
N17055	trailer, trailer trailer, official trailer, official, day neighborhood, beautiful day, trailer beautiful, trailer knives, knives, beautiful
N55526	
N3908	china, trade, us, tariffs, chinese, trade deal, deal, hong, kong, hong kong
N32247	golf, federer, atp, djokovic, finals, tour, lpga, mcilroy, atp finals, pga
N38528	money, retirement, stocks, oil, tax, us, economy, financial, market, debt
N27289	
N44396	money, retirement, stocks, oil, tax, us, economy, financial, market, debt
N3325	
N19297	
N52508	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N60065	
N217	ukraine, trump, impeachment, president, trumps, house, inquiry, impeachment inquiry, donald, testimony
N14639	
N2329	
N58304	weight, pounds, diet, lose, weight loss, lose weight, lost pounds, foods, exercise, fat
N37026	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N48701	bus, school bus, school, bus driver, driver, crash, students, sinkhole, injured, student
N33764	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N6058	
N50652	
N50985	
N54726	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N38035	yankees, astros, series, world series, baseball, game, world, nationals, manager, league
N25518	snow, cold, weather, temperatures, winter, arctic, record, degrees, tuesday, forecast
N61157	car, ford, cars, corvette, mustang, electric, gt, suv, ferrari, chevy
N8571	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N28287	shooting, man, police, shot, murder, charged, arrested, suspect, man shot, officers
N17188	
N46534	money, retirement, stocks, oil, tax, us, economy, financial, market, debt
N31254	lowend, like days, rental, apartments, apartment, look like, rent, apartment hunting, apartments rent, hunting
N48194	patriots, new england, england, england patriots, brady, tom, tom brady, gordon, new, josh
N12737	
N51949	ravens, bengals, yards, jackson, quarterback, lamar, lamar jackson, touchdowns, touchdown, cincinnati bengals
N6357	
N20725	
N14418	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N21002	
N20244	
N43035	
N48044	halloween, candy, costume, costumes, haunted, halloween candy, halloween costumes, spooky, halloween costume, ghost
N11367	
N40974	
N60825	
N33071	shooting, man, police, shot, murder, charged, arrested, suspect, man shot, officers
N55231	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N39529	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N38975	
N25519	snow, cold, weather, temperatures, winter, arctic, record, degrees, tuesday, forecast
N33584	
N389	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N18516	money, retirement, stocks, oil, tax, us, economy, financial, market, debt
N53286	cowboys, dallas, dallas cowboys, eagles, jets, giants, nfc, nfl, nfc east, jason garrett
N8041	
N47005	supreme, daca, supreme court, court, immigrants, program, arguments, deportation, arrivals, action childhood
N57265	lions, bears, detroit lions, detroit, chicago bears, bear, chicago, trubisky, packers, stafford
N44681	
N48330	
N7607	
N56616	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N21486	sexual, school, police, student, sex, students, sexually, arrested, assault, charged
N7128	
N13535	car, ford, cars, corvette, mustang, electric, gt, suv, ferrari, chevy
N27132	
N58547	
N7412	
N37694	
N35102	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N39624	sexual, school, police, student, sex, students, sexually, arrested, assault, charged
N12452	
N19894	weight, pounds, diet, lose, weight loss, lose weight, lost pounds, foods, exercise, fat
N46288	car, ford, cars, corvette, mustang, electric, gt, suv, ferrari, chevy
N20862	
N4499	
N44228	snow, cold, weather, temperatures, winter, arctic, record, degrees, tuesday, forecast
N29278	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N49149	
N32844	
N440	crash, driver, car, police, killed, highway, vehicle, struck, road, near
N13194	
N3623	
N32072	
N15905	
N26479	dog, dogs, adoption, animal, pet, puppy, adopt, rescue, pet adoption, adoption centers
N27077	marijuana, medical marijuana, cannabis, medical, recreational, legal, pot, weed, vaping, use
N21746	woman, crash, killed, car, yearold, driver, police, woman killed, vehicle, girl
N1876	
N59726	
N29702	
N46771	
N35783	dog, dogs, adoption, animal, pet, puppy, adopt, rescue, pet adoption, adoption centers
N45165	
N30717	
N23743	
N32547	cancer, flu, health, breast, breast cancer, patients, lung, disease, medical, vaping
N10553	
N50891	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N50788	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N59686	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N2448	
N22006	money, retirement, stocks, oil, tax, us, economy, financial, market, debt
N28754	
N3465	weight, pounds, diet, lose, weight loss, lose weight, lost pounds, foods, exercise, fat
N24763	plane, flight, airlines, airport, boeing, pilot, max, air, landing, small plane
N44113	
N27877	
N92	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N1644	
N1843	dies, died, bernard, kaiser, tyson, age, bernard tyson, former, permanente, kaiser permanente
N34777	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N20303	milwaukee, bucks, milwaukee bucks, apartments, milwaukee whats, milwaukees, milwaukee brewers, whats weather, weather, whats
N51280	ravens, bengals, yards, jackson, quarterback, lamar, lamar jackson, touchdowns, touchdown, cincinnati bengals
N14476	
N13833	
N27958	halloween, candy, costume, costumes, haunted, halloween candy, halloween costumes, spooky, halloween costume, ghost
N51173	money, retirement, stocks, oil, tax, us, economy, financial, market, debt
N56789	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N964	
N20600	
N54434	
N33667	new, million, home, city, project, plan, homes, transportation, housing, building
N15725	
N35527	
N17888	woods, tiger, tiger woods, zozo, presidents cup, zozo championship, pga, pga tour, presidents, cup
N704	money, retirement, stocks, oil, tax, us, economy, financial, market, debt
N24137	woman, crash, killed, car, yearold, driver, police, woman killed, vehicle, girl
N6351	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N16480	
N20931	
N55779	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N48000	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N40070	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N4742	yankees, astros, series, world series, baseball, game, world, nationals, manager, league
